chr,start,end,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_name,gene_type
chr7,120752045,120752252,0.61,0.45,0.39,chr7,120737557,120807742,Vwa3a,protein_coding
chr7,120882596,120882688,0.64,0.4,0.31,chr7,120840831,120909219,Eef2k,protein_coding
chr7,120944167,120944189,0.54,0.34,0.22,chr7,120915744,120949432,Polr3e,protein_coding
chr7,120947865,120947995,0.67,0.45,0.3,chr7,120915744,120949432,Polr3e,protein_coding
chr7,121960027,121960039,0.78,0.59,0.46,chr7,121920839,121983711,Cog7,protein_coding
chr7,121966326,121966475,0.81,0.69,0.53,chr7,121920839,121983711,Cog7,protein_coding
chr7,122168878,122168934,0.73,0.6,0.43,chr7,122167893,122188216,Ern2,protein_coding
chr7,122168878,122168934,0.73,0.6,0.43,chr7,122157437,122171875,Plk1,protein_coding
chr7,122419891,122419913,0.14,0.34,0.2,chr7,122286751,122636402,Prkcb,protein_coding
chr7,122566151,122566202,0.52,0.39,0.31,chr7,122286751,122636402,Prkcb,protein_coding
chr7,122714645,122714856,0.42,0.28,0.18,chr7,122668492,122771393,Cacng3,protein_coding
chr7,122718853,122718882,0.54,0.23,0.23,chr7,122668492,122771393,Cacng3,protein_coding
chr7,123286820,123286824,0.74,0.62,0.48,chr7,123277150,123371915,Arhgap17,protein_coding
chr7,123312030,123312078,0.53,0.37,0.32,chr7,123277150,123371915,Arhgap17,protein_coding
chr7,123339961,123340017,0.78,0.71,0.52,chr7,123277150,123371915,Arhgap17,protein_coding
chr7,123340085,123340117,0.91,0.79,0.63,chr7,123277150,123371915,Arhgap17,protein_coding
chr7,123346874,123347177,0.55,0.39,0.32,chr7,123277150,123371915,Arhgap17,protein_coding
chr7,124169753,124169761,0.28,0.49,0.39,chr7,123980869,124400989,Hs3st4,protein_coding
chr7,124186463,124186516,0.76,0.63,0.54,chr7,123980869,124400989,Hs3st4,protein_coding
chr7,124186463,124186516,0.76,0.63,0.54,chr7,124184718,124292270,Gm15338,sense_intronic
chr7,124338871,124338888,0.19,0.4,0.37,chr7,123980869,124400989,Hs3st4,protein_coding
chr7,124671567,124671608,0.85,0.66,0.56,chr7,124623670,124710935,3100003L05Rik,processed_transcript
chr7,125565782,125565903,0.48,0.38,0.25,chr7,125550282,125581472,Il4ra,protein_coding
chr7,125872231,125872252,0.59,0.44,0.29,chr7,125705915,125876793,D430042O09Rik,protein_coding
chr7,125876325,125876342,0.92,0.81,0.7,chr7,125705915,125876793,D430042O09Rik,protein_coding
chr7,125881351,125881402,0.75,0.65,0.51,chr7,125876419,126084411,Gsg1l,protein_coding
chr7,126004136,126004490,0.65,0.42,0.32,chr7,125876419,126084411,Gsg1l,protein_coding
chr7,126059590,126059593,0.78,0.68,0.57,chr7,125876419,126084411,Gsg1l,protein_coding
chr7,126367764,126367939,0.77,0.6,0.45,chr7,126361832,126371543,Lat,protein_coding
chr7,126367764,126367939,0.77,0.6,0.45,chr7,126365971,126370045,Mir7058,miRNA
chr7,126447558,126447628,0.88,0.77,0.6,chr7,126426759,126451245,Rabep2,protein_coding
chr7,126447558,126447628,0.88,0.77,0.6,chr7,126443858,126465108,Atp2a1,protein_coding
chr7,126458164,126458379,0.37,0.23,0.16,chr7,126443858,126465108,Atp2a1,protein_coding
chr7,126670398,126670575,0.86,0.79,0.62,chr7,126647309,126674925,Ccdc101,protein_coding
chr7,126670760,126670794,0.7,0.48,0.39,chr7,126647309,126674925,Ccdc101,protein_coding
chr7,126700922,126700927,0.4,0.31,0.18,chr7,126697773,126709787,Coro1a,protein_coding
chr7,126803311,126803415,0.85,0.71,0.62,chr7,126798790,126811108,Gm15676,lincRNA
chr7,126827663,126827666,0.37,0.28,0.14,chr7,126814885,126832219,Fam57b,protein_coding
chr7,126831537,126831546,0.49,0.39,0.27,chr7,126814885,126832219,Fam57b,protein_coding
chr7,126831537,126831546,0.49,0.39,0.27,chr7,126828474,126833496,4930451I11Rik,protein_coding
chr7,126866459,126866489,0.45,0.35,0.24,chr7,126859972,126867377,Hirip3,protein_coding
chr7,126866459,126866489,0.45,0.35,0.24,chr7,126863678,126886703,Taok2,protein_coding
chr7,127112121,127112672,0.59,0.45,0.35,chr7,127105114,127124226,Qprt,protein_coding
chr7,127214134,127214159,0.36,0.23,0.12,chr7,127209608,127216298,Mylpf,protein_coding
chr7,127214134,127214159,0.36,0.23,0.12,chr7,127212447,127220498,Sept1,protein_coding
chr7,127484384,127484391,0.6,0.44,0.38,chr7,127483221,127493513,Fbrs,protein_coding
chr7,127484659,127484670,0.9,0.86,0.65,chr7,127483221,127493513,Fbrs,protein_coding
chr7,127485120,127485126,0.51,0.36,0.22,chr7,127483221,127493513,Fbrs,protein_coding
chr7,130557116,130557216,0.88,0.72,0.68,chr7,130530523,130575118,Nsmce4a,protein_coding
chr7,130557116,130557216,0.88,0.72,0.68,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,130759010,130759052,0.39,0.57,0.65,chr7,130575484,130766784,Tacc2,protein_coding
chr7,130759010,130759052,0.39,0.57,0.65,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,130913827,130913865,0.5,0.32,0.16,chr7,130863756,130915312,Plekha1,protein_coding
chr7,130913827,130913865,0.5,0.32,0.16,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,130939827,130939908,0.56,0.42,0.36,chr7,130934111,130987660,Htra1,protein_coding
chr7,130939827,130939908,0.56,0.42,0.36,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,130943315,130943419,0.82,0.69,0.55,chr7,130934111,130987660,Htra1,protein_coding
chr7,130943315,130943419,0.82,0.69,0.55,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,131203115,131203138,0.61,0.47,0.3,chr7,131172402,131252945,5430419D17Rik,protein_coding
chr7,131203115,131203138,0.61,0.47,0.3,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,131206007,131206012,0.83,0.82,0.59,chr7,131172402,131252945,5430419D17Rik,protein_coding
chr7,131206007,131206012,0.83,0.82,0.59,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,131684868,131685040,0.59,0.49,0.37,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,131937507,131937572,0.83,0.66,0.56,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,132249829,132249976,0.39,0.3,0.18,chr7,132233780,132319228,Chst15,protein_coding
chr7,132249829,132249976,0.39,0.3,0.18,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,132698490,132698829,0.75,0.54,0.47,chr7,132608638,132708420,Lhpp,protein_coding
chr7,132698490,132698829,0.75,0.54,0.47,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,132890313,132890321,0.33,0.55,0.44,chr7,132887489,132933375,2510016G02Rik,lincRNA
chr7,132890313,132890321,0.33,0.55,0.44,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,133058530,133058583,0.62,0.43,0.37,chr7,132985563,133126354,Ctbp2,protein_coding
chr7,133058530,133058583,0.62,0.43,0.37,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,133058733,133058746,0.67,0.58,0.47,chr7,132985563,133126354,Ctbp2,protein_coding
chr7,133058733,133058746,0.67,0.58,0.47,chr7,130160451,133125350,Fgfr2,protein_coding
chr7,133715119,133715222,0.66,0.49,0.35,chr7,133707333,133723145,Bccip,protein_coding
chr7,133870591,133870679,0.86,0.71,0.6,chr7,133774861,133883532,Fank1,protein_coding
chr7,134001704,134001766,0.33,0.24,0.13,chr7,133881199,134234146,Adam12,protein_coding
chr7,134114447,134114450,0.59,0.36,0.37,chr7,133881199,134234146,Adam12,protein_coding
chr7,134131336,134131460,0.65,0.79,0.86,chr7,133881199,134234146,Adam12,protein_coding
chr7,134273027,134273054,0.42,0.59,0.64,chr7,134264262,134387661,D7Ertd443e,protein_coding
chr7,134309120,134309132,0.35,0.21,0.14,chr7,134264262,134387661,D7Ertd443e,protein_coding
chr7,134772556,134772627,0.72,0.61,0.51,chr7,134668687,135175639,Dock1,protein_coding
chr7,134775685,134775696,0.8,0.6,0.55,chr7,134668687,135175639,Dock1,protein_coding
chr7,134807624,134807641,0.44,0.31,0.22,chr7,134668687,135175639,Dock1,protein_coding
chr7,137091788,137091828,0.27,0.42,0.52,chr7,136892611,137130187,Mgmt,protein_coding
chr7,137283940,137284080,0.84,0.68,0.58,chr7,137191673,137316445,Ebf3,protein_coding
chr7,138882885,138882945,0.56,0.52,0.33,chr7,138844079,138885057,Ppp2r2d,protein_coding
chr7,139075233,139075353,0.59,0.69,0.8,chr7,138938730,139085976,Jakmip3,protein_coding
chr7,139083309,139083368,0.46,0.61,0.66,chr7,138938730,139085976,Jakmip3,protein_coding
chr7,139446413,139446428,0.55,0.7,0.76,chr7,139387109,139581652,Inpp5a,protein_coding
chr7,139510937,139510963,0.65,0.52,0.39,chr7,139387109,139581652,Inpp5a,protein_coding
chr7,139511176,139511350,0.6,0.49,0.32,chr7,139387109,139581652,Inpp5a,protein_coding
chr7,139599460,139599479,0.78,0.57,0.45,chr7,139598951,139618329,Cfap46,protein_coding
chr7,139922631,139922748,0.4,0.3,0.17,chr7,139892696,139943537,Kndc1,protein_coding
chr7,141310912,141310975,0.41,0.24,0.13,chr7,141295176,141329725,Deaf1,protein_coding
chr7,141478112,141478197,0.47,0.37,0.26,chr7,141473240,141495427,Tspan4,protein_coding
chr7,141843210,141843224,0.44,0.32,0.23,chr7,141837070,141875084,Muc5b,protein_coding
chr7,141987223,141987233,0.42,0.64,0.54,chr7,141947751,142006247,Brsk2,protein_coding
chr7,143154508,143154514,0.35,0.55,0.5,chr7,143104362,143429042,Kcnq1,protein_coding
chr7,143368543,143368555,0.51,0.39,0.26,chr7,143104362,143429042,Kcnq1,protein_coding
chr7,143841878,143841902,0.79,0.59,0.51,chr7,143821145,143850410,Dhcr7,protein_coding
chr7,143865445,143865491,0.72,0.55,0.42,chr7,143864871,143899506,Gm498,protein_coding
chr7,144038349,144038379,0.51,0.28,0.2,chr7,143999928,144426494,Shank2,protein_coding
chr7,144110559,144110648,0.72,0.62,0.48,chr7,143999928,144426494,Shank2,protein_coding
chr7,144228974,144228987,0.58,0.5,0.38,chr7,143999928,144426494,Shank2,protein_coding
chr7,144261901,144261904,0.88,0.8,0.66,chr7,143999928,144426494,Shank2,protein_coding
chr7,144318898,144318968,0.42,0.26,0.2,chr7,143999928,144426494,Shank2,protein_coding
chr7,144340471,144340481,0.37,0.25,0.16,chr7,143999928,144426494,Shank2,protein_coding
chr7,144461360,144461511,0.5,0.32,0.23,chr7,144433733,144473009,Cttn,protein_coding
chr7,144934116,144934224,0.71,0.61,0.44,chr7,144927931,144941869,Ccnd1,protein_coding
chr8,3245942,3245951,0.22,0.42,0.32,chr8,3148922,3281617,Insr,protein_coding
chr8,3654804,3654843,0.74,0.63,0.51,chr8,3653770,3662110,Retn,protein_coding
chr8,3681396,3681444,0.54,0.44,0.33,chr8,3674299,3683255,Trappc5,protein_coding
chr8,3681396,3681444,0.54,0.44,0.33,chr8,3679737,3696174,Fcer2a,protein_coding
chr8,3706007,3706011,0.52,0.42,0.21,chr8,3705064,3722651,Clec4g,protein_coding
chr8,9239140,9239231,0.64,0.49,0.4,chr8,9204001,9773018,Fam155a,protein_coding
chr8,9276735,9276852,0.68,0.59,0.4,chr8,9204001,9773018,Fam155a,protein_coding
chr8,9362929,9363013,0.56,0.35,0.21,chr8,9204001,9773018,Fam155a,protein_coding
chr8,9454182,9454204,0.56,0.45,0.31,chr8,9204001,9773018,Fam155a,protein_coding
chr8,9579729,9579777,0.39,0.32,0.16,chr8,9204001,9773018,Fam155a,protein_coding
chr8,9659919,9659983,0.86,0.74,0.65,chr8,9204001,9773018,Fam155a,protein_coding
chr8,10362993,10363107,0.5,0.32,0.27,chr8,10270572,10636741,Myo16,protein_coding
chr8,10509440,10509444,0.29,0.51,0.42,chr8,10270572,10636741,Myo16,protein_coding
chr8,10535012,10535015,0.56,0.44,0.33,chr8,10270572,10636741,Myo16,protein_coding
chr8,10535077,10535237,0.73,0.65,0.52,chr8,10270572,10636741,Myo16,protein_coding
chr8,10546032,10546170,0.44,0.29,0.23,chr8,10270572,10636741,Myo16,protein_coding
chr8,11189778,11189805,0.63,0.47,0.42,chr8,11185755,11206503,Gm15418,antisense
chr8,11203361,11203368,0.63,0.49,0.39,chr8,11185755,11206503,Gm15418,antisense
chr8,11203361,11203368,0.63,0.49,0.39,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11203562,11203613,0.52,0.38,0.28,chr8,11185755,11206503,Gm15418,antisense
chr8,11203562,11203613,0.52,0.38,0.28,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11247436,11247570,0.71,0.45,0.35,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11247798,11247948,0.77,0.62,0.49,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11273957,11274016,0.66,0.46,0.34,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11300508,11300756,0.58,0.4,0.35,chr8,11196423,11314826,Col4a1,protein_coding
chr8,11372336,11372398,0.77,0.63,0.53,chr8,11310805,11451287,Col4a2,protein_coding
chr8,11373836,11374161,0.53,0.4,0.31,chr8,11310805,11451287,Col4a2,protein_coding
chr8,11524908,11524965,0.61,0.41,0.32,chr8,11512021,11552771,Cars2,protein_coding
chr8,11530347,11530392,0.69,0.59,0.48,chr8,11512021,11552771,Cars2,protein_coding
chr8,11629946,11630050,0.47,0.36,0.24,chr8,11609583,11637754,Ankrd10,protein_coding
chr8,11691417,11691549,0.73,0.54,0.43,chr8,11652924,11703063,1700016D06Rik,protein_coding
chr8,11819677,11820175,0.52,0.39,0.29,chr8,11726105,11837219,Arhgef7,protein_coding
chr8,12565438,12565446,0.45,0.69,0.66,chr8,12552270,12575320,D630011A20Rik,protein_coding
chr8,12640249,12640294,0.46,0.31,0.19,chr8,12612277,12674248,Tubgcp3,protein_coding
chr8,12803357,12803414,0.53,0.47,0.33,chr8,12755014,12870728,Atp11a,protein_coding
chr8,12984758,12984976,0.43,0.27,0.19,chr8,12871806,13022905,Mcf2l,protein_coding
chr8,12985705,12985728,0.65,0.57,0.41,chr8,12871806,13022905,Mcf2l,protein_coding
chr8,13071343,13071367,0.64,0.48,0.39,chr8,13058908,13077006,Proz,protein_coding
chr8,13242651,13242678,0.68,0.55,0.45,chr8,13233655,13256162,Adprhl1,protein_coding
chr8,13580883,13580909,0.77,0.66,0.53,chr8,13564950,13679603,Rasa3,protein_coding
chr8,13584920,13584967,0.76,0.66,0.55,chr8,13564950,13679603,Rasa3,protein_coding
chr8,13611763,13611782,0.41,0.22,0.2,chr8,13564950,13679603,Rasa3,protein_coding
chr8,13643064,13643573,0.84,0.68,0.53,chr8,13564950,13679603,Rasa3,protein_coding
chr8,13651042,13651049,0.85,0.76,0.64,chr8,13564950,13679603,Rasa3,protein_coding
chr8,13740567,13740606,0.44,0.17,0.16,chr8,13703889,13745066,4932443I19Rik,protein_coding
chr8,13777455,13777529,0.49,0.36,0.23,chr8,13755676,13783938,Cdc16,protein_coding
chr8,14055397,14055527,0.75,0.48,0.46,chr8,14025565,14092327,Erich1,protein_coding
chr8,14112800,14112840,0.66,0.57,0.42,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14183062,14183089,0.85,0.76,0.63,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14258043,14258049,0.81,0.72,0.61,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14468856,14469035,0.88,0.78,0.68,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14477200,14477242,0.68,0.57,0.47,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14547506,14547626,0.81,0.7,0.57,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14680220,14680331,0.65,0.51,0.4,chr8,14093865,14849680,Dlgap2,protein_coding
chr8,14913860,14913980,0.69,0.53,0.45,chr8,14909663,15003085,Arhgef10,protein_coding
chr8,14936204,14936259,0.46,0.26,0.29,chr8,14909663,15003085,Arhgef10,protein_coding
chr8,14977338,14977375,0.59,0.45,0.34,chr8,14909663,15003085,Arhgef10,protein_coding
chr8,15955865,15956212,0.69,0.43,0.31,chr8,15890537,17537586,Csmd1,protein_coding
chr8,16411651,16411786,0.7,0.56,0.48,chr8,15890537,17537586,Csmd1,protein_coding
chr8,16681106,16681125,0.57,0.47,0.37,chr8,15890537,17537586,Csmd1,protein_coding
chr8,17450300,17450308,0.71,0.65,0.51,chr8,15890537,17537586,Csmd1,protein_coding
chr8,17536421,17536459,0.84,0.74,0.64,chr8,15890537,17537586,Csmd1,protein_coding
chr8,18619228,18619274,0.53,0.36,0.27,chr8,18593131,18805189,Mcph1,protein_coding
chr8,18676705,18676888,0.74,0.59,0.48,chr8,18650801,18680056,Gm16725,processed_transcript
chr8,18676705,18676888,0.74,0.59,0.48,chr8,18593131,18805189,Mcph1,protein_coding
chr8,19127693,19127841,0.64,0.51,0.39,chr8,19121752,19128540,Defb34,protein_coding
chr8,20309212,20309231,0.75,0.96,0.88,chr8,20290477,20422781,Gm26804,lincRNA
chr8,20318468,20318547,0.72,0.65,0.87,chr8,20290477,20422781,Gm26804,lincRNA
chr8,22378079,22378135,0.28,0.49,0.44,chr8,22373554,22400621,Slc25a15,protein_coding
chr8,22485788,22485802,0.53,0.38,0.32,chr8,22474700,22571607,Slc20a2,protein_coding
chr8,22568503,22568596,0.6,0.53,0.37,chr8,22474700,22571607,Slc20a2,protein_coding
chr8,22650503,22650549,0.51,0.38,0.3,chr8,22626119,22655437,Polb,protein_coding
chr8,22789683,22789842,0.56,0.38,0.32,chr8,22785354,22807654,Ap3m2,protein_coding
chr8,22797703,22797712,0.61,0.5,0.4,chr8,22785354,22807654,Ap3m2,protein_coding
chr8,23048554,23048577,0.48,0.24,0.17,chr8,22972844,23152497,Ank1,protein_coding
chr8,23054740,23054790,0.57,0.43,0.36,chr8,22972844,23152497,Ank1,protein_coding
chr8,23144585,23144610,0.44,0.37,0.23,chr8,23140555,23144682,Mir486,miRNA
chr8,23144585,23144610,0.44,0.37,0.23,chr8,23136794,23151585,Gm15816,antisense
chr8,23144585,23144610,0.44,0.37,0.23,chr8,22972844,23152497,Ank1,protein_coding
chr8,23253255,23253329,0.67,0.57,0.44,chr8,23239353,23259074,Golga7,protein_coding
chr8,23679506,23679585,0.69,0.62,0.42,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23695154,23695177,0.71,0.6,0.51,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23696590,23696614,0.46,0.31,0.17,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23724717,23724794,0.58,0.38,0.3,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23746261,23746410,0.52,0.38,0.29,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23746470,23746481,0.64,0.47,0.37,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23750454,23750468,0.51,0.36,0.23,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23754288,23754359,0.53,0.5,0.29,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23817889,23817929,0.55,0.45,0.32,chr8,23634019,24158585,Zmat4,protein_coding
chr8,23947821,23947887,0.67,0.57,0.47,chr8,23634019,24158585,Zmat4,protein_coding
chr8,24130036,24130201,0.67,0.53,0.42,chr8,23634019,24158585,Zmat4,protein_coding
chr8,24545240,24545407,0.37,0.58,0.5,chr8,24529894,24578333,Ido2,protein_coding
chr8,24612529,24612664,0.49,0.3,0.19,chr8,24600246,24676755,Adam18,protein_coding
chr8,25058017,25058043,0.5,0.42,0.28,chr8,25037144,25104194,Plekha2,protein_coding
chr8,25091491,25091551,0.42,0.37,0.2,chr8,25037144,25104194,Plekha2,protein_coding
chr8,25168924,25169161,0.68,0.57,0.43,chr8,25152552,25203449,Tacc1,protein_coding
chr8,25540070,25540107,0.34,0.55,0.47,chr8,25511654,25577714,Fgfr1,protein_coding
chr8,25668805,25668820,0.67,0.49,0.44,chr8,25599601,25721667,Whsc1l1,protein_coding
chr8,25799854,25799966,0.67,0.59,0.46,chr8,25783591,25805975,Lsm1,protein_coding
chr8,25862586,25862987,0.56,0.45,0.35,chr8,25847623,25939933,Kcnu1,protein_coding
chr8,27030610,27030678,0.64,0.51,0.43,chr8,27021799,27041433,Erlin2,protein_coding
chr8,27033674,27033764,0.82,0.71,0.58,chr8,27021799,27041433,Erlin2,protein_coding
chr8,27034491,27034569,0.56,0.45,0.34,chr8,27021799,27041433,Erlin2,protein_coding
chr8,27088970,27089117,0.64,0.47,0.4,chr8,27083583,27125436,Gpr124,protein_coding
chr8,27105115,27105161,0.66,0.52,0.35,chr8,27083583,27125436,Gpr124,protein_coding
chr8,27105221,27105317,0.56,0.48,0.32,chr8,27083583,27125436,Gpr124,protein_coding
chr8,28647054,28647102,0.69,0.6,0.48,chr8,28644717,29221338,Unc5d,protein_coding
chr8,28675535,28675542,0.73,0.61,0.41,chr8,28644717,29221338,Unc5d,protein_coding
chr8,28723226,28723243,0.74,0.56,0.51,chr8,28644717,29221338,Unc5d,protein_coding
chr8,28738536,28738608,0.63,0.4,0.33,chr8,28644717,29221338,Unc5d,protein_coding
chr8,28937539,28937651,0.84,0.68,0.51,chr8,28644717,29221338,Unc5d,protein_coding
chr8,31253073,31253151,0.69,0.53,0.36,chr8,31185331,31263738,Fut10,protein_coding
chr8,32927836,32928143,0.79,0.67,0.5,chr8,32886505,32952026,Gm3985,lincRNA
chr8,33625674,33625688,0.45,0.38,0.23,chr8,33617586,33643976,Ubxn8,protein_coding
chr8,34168555,34168591,0.51,0.41,0.28,chr8,34164622,34168712,Mir6395,miRNA
chr8,34168555,34168591,0.51,0.41,0.28,chr8,34152563,34172845,Saraf,protein_coding
chr8,34371834,34371840,0.74,0.66,0.53,chr8,34357950,34383248,Gm29174,lincRNA
chr8,34854875,34854902,0.69,0.55,0.42,chr8,34827179,34967690,Tnks,protein_coding
chr8,35608719,35608762,0.7,0.57,0.49,chr8,35585798,35681449,Mfhas1,protein_coding
chr8,35614126,35614298,0.67,0.48,0.41,chr8,35585798,35681449,Mfhas1,protein_coding
chr8,36098669,36098703,0.6,0.44,0.39,chr8,36092828,36149787,D8Ertd82e,protein_coding
chr8,36766413,36766551,0.52,0.46,0.31,chr8,36565751,36955143,Dlc1,protein_coding
chr8,38330122,38330214,0.73,0.59,0.44,chr8,37520298,38663508,Sgcz,protein_coding
chr8,40604993,40605010,0.76,0.63,0.4,chr8,40549095,40636797,Mtmr7,protein_coding
chr8,40605077,40605118,0.55,0.46,0.33,chr8,40549095,40636797,Mtmr7,protein_coding
chr8,41396598,41396645,0.68,0.6,0.48,chr8,41395457,41419118,Frg1,protein_coding
chr8,44971944,44971956,0.42,0.63,0.6,chr8,44933447,45054257,Fat1,protein_coding
chr8,45580524,45580529,0.56,0.48,0.33,chr8,45579616,45583747,Gm23604,snoRNA
chr8,45580524,45580529,0.56,0.48,0.33,chr8,45505788,45829906,Sorbs2,protein_coding
chr8,45594088,45594130,0.65,0.46,0.32,chr8,45585912,45598744,Gm16351,lincRNA
chr8,45594088,45594130,0.65,0.46,0.32,chr8,45505788,45829906,Sorbs2,protein_coding
chr8,45723956,45723995,0.74,0.54,0.47,chr8,45721328,45740039,Gm16352,processed_transcript
chr8,45723956,45723995,0.74,0.54,0.47,chr8,45505788,45829906,Sorbs2,protein_coding
chr8,45723956,45723995,0.74,0.54,0.47,chr8,45721325,45821297,Sorbs2os,antisense
chr8,45732810,45732941,0.64,0.52,0.36,chr8,45721328,45740039,Gm16352,processed_transcript
chr8,45732810,45732941,0.64,0.52,0.36,chr8,45505788,45829906,Sorbs2,protein_coding
chr8,45732810,45732941,0.64,0.52,0.36,chr8,45721325,45821297,Sorbs2os,antisense
chr8,45748573,45748584,0.79,0.63,0.51,chr8,45505788,45829906,Sorbs2,protein_coding
chr8,45748573,45748584,0.79,0.63,0.51,chr8,45721325,45821297,Sorbs2os,antisense
chr8,46734617,46734795,0.76,0.6,0.49,chr8,46728972,46741515,Gm16675,lincRNA
chr8,46811445,46811633,0.68,0.57,0.45,chr8,46737745,46849458,Irf2,protein_coding
